id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual
772	Borzoy	Борзой		42.8425	45.628056	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	908.894287109375	FALSE	korjakov2006	map 8	Itum-Kali	Итум-калинский	Chinkhoy	Чинхойский					Borzoy			Itumkala	itum1244	chec1245	#996600	#996633			no
774	Vyardy	Вярды		42.845041	45.690766	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	719.931640625	FALSE											Vyardy					chec1245	#996600	#996633			no
775	Zengali	Зенгали		42.845833	45.272222	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1678.7216796875	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский							Zengali					chec1245	#996600	#996633			no
776	Khay-khecaguni	Хай-хецагуни		42.847034	45.900792	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1687.19665527344	FALSE											Khay-khecaguni					chec1245	#996600	#996633			no
777	Bicy	Бицы		42.847648	45.277371	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1708.88830566406	FALSE											Bicy					chec1245	#996600	#996633			no
778	Kerety	Кереты		42.84784	45.28642	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1640.14489746094	FALSE											Kerety					chec1245	#996600	#996633			no
779	Ryadukhoy	Рядухой		42.850278	45.649444	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	764.965026855469	FALSE											Ryadukhoy					chec1245	#996600	#996633			no
780	Yukerch-keloy	Юкерч-келой		42.851387	45.734965	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	844.337951660156	FALSE											Yukerch-keloy					chec1245	#996600	#996633			no
781	Leshkoroy	Лешкорой		42.8525	45.876389	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1565.99462890625	FALSE											Leshkoroy					chec1245	#996600	#996633			no
782	Peshkhoy	Пешхой		42.853158	45.480087	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1464.33471679688	FALSE											Peshkhoy					chec1245	#996600	#996633			no
783	Gorgachi	Горгачи		42.855068	45.666837	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	649.685180664063	FALSE											Gorgachi					chec1245	#996600	#996633			no
784	Gush-kert	Гуш-керт		42.85526	45.685567	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	641.7890625	FALSE											Gush-kert					chec1245	#996600	#996633			no
785	Pamyatoy	Памятой		42.856111	45.693889	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	622.633728027344	FALSE											Pamyatoy					chec1245	#996600	#996633			no
786	Akka (Chechnya)	Акка (Чечня)		42.856944	45.240278	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1772.53979492188	FALSE											Akka (Chechnya)					chec1245	#996600	#996633		Added republic for disambiguation.	yes
787	Chuush	Чууш		42.85702	45.3187	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1616.08044433594	FALSE											Chuush					chec1245	#996600	#996633			no
788	Vovga	Вовга		42.857222	45.238333	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1781.7490234375	FALSE											Vovga					chec1245	#996600	#996633			no
789	Bekum-kale	Бекум-кале		42.857429	45.714459	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	720.688903808594	FALSE											Bekum-kale					chec1245	#996600	#996633			no
790	Machi	Мачи		42.86143	45.30445	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1508.4189453125	FALSE											Machi					chec1245	#996600	#996633			no
791	Chikondi-pade	Чиконди-паде		42.86193	45.26158	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1900.90209960938	FALSE											Chikondi-pade					chec1245	#996600	#996633			no
792	Khiloy	Хилой		42.862804	45.41693	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1646.66955566406	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский							Khiloy					chec1245	#996600	#996633			no
793	Ami	Ами		42.869444	45.305556	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1548.30139160156	FALSE											Ami					chec1245	#996600	#996633			no
794	Vysokogornoe	Высокогорное		42.871377	45.617187	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1042.74279785156	FALSE											Vysokogornoe					chec1245	#996600	#996633			no
795	Shatoy	Шатой		42.871667	45.699167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	694.885864257813	FALSE	korjakov2006	27	Itum-Kali	Итум-калинский	Shatoy	Шатойский					Shatoy			Itumkala	itum1244	chec1245	#996600	#996633			no
796	Kirbit	Кирбит		42.87523	45.31163	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1592.02026367188	FALSE											Kirbit					chec1245	#996600	#996633			no
797	Irzitkale	Ирзиткале		42.8764	45.25482	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1703.84411621094	FALSE											Irzitkale					chec1245	#996600	#996633			no
798	Khaybakh	Хайбах		42.877222	45.357778	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1463.50695800781	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский							Khaybakh					chec1245	#996600	#996633			no
799	Khakkoy	Хаккой		42.881667	45.674722	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	693.682861328125	FALSE											Khakkoy					chec1245	#996600	#996633			no
800	Ityrkale	Итыркале		42.88168	45.25964	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1613.41357421875	FALSE											Ityrkale					chec1245	#996600	#996633			no
801	Kirbichu	Кирбичу		42.88328	45.32175	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1547.75939941406	FALSE											Kirbichu					chec1245	#996600	#996633			no
802	Galanchozh	Галанчож		42.883333	45.3	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1428.81311035156	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский							Galanchozh					chec1245	#996600	#996633			no
803	Mocaroy	Моцарой		42.889705	45.370211	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1260.76879882813	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский							Mocaroy					chec1245	#996600	#996633			no
804	Syuzhi	Сюжи		42.890278	45.639722	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	756.253784179688	FALSE	korjakov2006	map 8	Itum-Kali	Итум-калинский	Shatoy	Шатойский					Syuzhi			Itumkala	itum1244	chec1245	#996600	#996633			no
805	Charmakhoy	Чармахой		42.891111	45.390833	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1935.42016601563	FALSE											Charmakhoy					chec1245	#996600	#996633			no
806	Keychu	Кейчу		42.898333	45.443333	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1611.61926269531	FALSE											Keychu					chec1245	#996600	#996633			no
807	Amki	Амки		42.898611	45.2875	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1602.86950683594	FALSE											Amki					chec1245	#996600	#996633			no
808	Bol'shie varandy	Большие варанды		42.901111	45.684167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	807.312866210938	FALSE											Bol'shie varandy					chec1245	#996600	#996633			no
809	Kharachoy	Харачой		42.904167	46.138611	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1027.41711425781	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Kharachoy			Ploskost	plost1238	chec1245	#996600	#996633			no
810	Tol'	Толь		42.911111	45.284722	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1645.2216796875	FALSE											Tol'					chec1245	#996600	#996633			no
811	Kharsenoy	Харсеной		42.914167	45.549722	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	840.752746582031	FALSE											Kharsenoy					chec1245	#996600	#996633			no
812	Mushechu	Мушечу		42.914444	45.408889	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1632.23754882813	FALSE											Mushechu					chec1245	#996600	#996633			no
813	Basary yalkhora	Басары ялхора		42.915278	45.277778	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1657.02661132813	FALSE											Basary yalkhora					chec1245	#996600	#996633			no
814	Yalkhoroy	Ялхорой		42.916667	45.283333	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1710.43115234375	FALSE											Yalkhoroy					chec1245	#996600	#996633			no
815	Kel-baza	Кел-база		42.922338	45.455311	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1365.92468261719	FALSE											Kel-baza					chec1245	#996600	#996633			no
816	Duc-khutor	Дуц-хутор		42.928047	45.850196	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	868.470764160156	FALSE											Duc-khutor					chec1245	#996600	#996633			no
817	Khoch-koch	Хоч-коч		42.92909	45.42358	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1559.75415039063	FALSE											Khoch-koch					chec1245	#996600	#996633			no
818	Dzhenchu	Дженчу		42.929167	45.305556	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1750.275390625	FALSE											Dzhenchu					chec1245	#996600	#996633			no
819	Kel'-aul	Кель-аул		42.936872	45.871524	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	838.975158691406	FALSE											Kel'-aul					chec1245	#996600	#996633			no
820	Malyy kharsenoy	Малый харсеной		42.939051	45.5161	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	720.616027832031	FALSE											Malyy kharsenoy					chec1245	#996600	#996633			no
821	Yakhkachara	Яхкачара		42.939444	45.430556	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1481.83032226563	FALSE											Yakhkachara					chec1245	#996600	#996633			no
822	Sakilinzhili	Сакинжили		42.94052	45.39714	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1598.76098632812	FALSE											Sakilinzhili					chec1245	#996600	#996633			no
823	Zarkha	Зарха		42.940751	45.42166	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1349.56640625	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский							Zarkha					chec1245	#996600	#996633			no
824	Sel'mentauzen	Сельментаузен		42.940833	45.863056	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	796.312927246094	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Sel'mentauzen			Ploskost	plost1238	chec1245	#996600	#996633			no
825	Lem-korc	Лем-корц		42.946425	46.313219	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	829.115539550781	FALSE											Lem-korc					chec1245	#996600	#996633			no
826	Benoy-vedeno	Беной-ведено		42.9475	46.280833	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	764.699157714844	FALSE											Benoy-vedeno					chec1245	#996600	#996633			no
827	Zony	Зоны		42.948333	45.722222	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	470.452362060547	FALSE											Zony					chec1245	#996600	#996633			no
828	Dyshne-vedeno	Дышне-ведено		42.951389	46.134722	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	844.637512207031	FALSE											Dyshne-vedeno					chec1245	#996600	#996633			no
829	Nizhniy azhgechu	Нижний ажгечу		42.952566	45.402498	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1310.41796875	FALSE											Nizhniy azhgechu					chec1245	#996600	#996633			no
830	Gurchu	Гурчу		42.955419	45.313221	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1463.12182617188	FALSE											Gurchu					chec1245	#996600	#996633			no
831	Neftyanka	Нефтянка		42.956646	46.085505	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	749.192749023438	FALSE											Neftyanka					chec1245	#996600	#996633			no
832	Vedeno	Ведено		42.956944	46.110278	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	790.700500488281	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Vedeno			Ploskost	plost1238	chec1245	#996600	#996633			no
833	yokka-yerbala	йокка-йербала		42.96084	45.26747	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1599.92810058594	FALSE											yokka-yerbala					chec1245	#996600	#996633			no
834	Verkhniy azhgechu	Верхний ажгечу		42.9625	45.385776	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1292.82763671875	FALSE											Verkhniy azhgechu					chec1245	#996600	#996633			no
835	Eshilkhatoy	Эшилхатой		42.963561	46.053813	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	698.101867675781	FALSE											Eshilkhatoy					chec1245	#996600	#996633			no
836	Makhkety	Махкеты		42.963611	45.906389	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	636.454956054688	FALSE											Makhkety					chec1245	#996600	#996633			no
837	Magusty	Магусты		42.964722	45.380556	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1305.61047363281	FALSE											Magusty					chec1245	#996600	#996633			no
838	Bonchu-diga	Бончу-дига		42.96511	45.33223	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1402.97985839844	FALSE											Bonchu-diga					chec1245	#996600	#996633			no
839	Alkhan-khutor	Алхан-хутор		42.969722	46.351667	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	932.193359375	FALSE											Alkhan-khutor					chec1245	#996600	#996633			no
840	Zhima-yerbala	Жима-йербала		42.97189	45.25772	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1592.21032714844	FALSE											Zhima-yerbala					chec1245	#996600	#996633			no
841	Elistanzhi	Элистанжи		42.9725	46.017222	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	701.387145996094	FALSE											Elistanzhi					chec1245	#996600	#996633			no
842	Tevzana	Тевзана		42.975278	45.911111	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	596.518249511719	FALSE											Tevzana					chec1245	#996600	#996633			no
843	Oktyabr'skoe	Октябрьское		42.980278	46.080833	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	670.187744140625	FALSE											Oktyabr'skoe					chec1245	#996600	#996633			no
844	Khattuni	Хаттуни		42.980278	45.936944	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	617.526977539063	FALSE											Khattuni					chec1245	#996600	#996633			no
845	Belgatoy	Белгатой		42.980833	46.213056	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	806.995483398438	FALSE											Belgatoy					chec1245	#996600	#996633			no
846	Tazen-kala	Тазен-кала		42.980989	46.182928	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	689.259704589844	FALSE											Tazen-kala					chec1245	#996600	#996633			no
847	Bulgat-irzu	Булгати-ирзу		42.981873	46.372068	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	806.485229492188	FALSE											Bulgat-irzu					chec1245	#996600	#996633			no
848	Pachu	Пачу		42.983333	46.316667	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	912.104431152344	FALSE											Pachu					chec1245	#996600	#996633			no
849	Kechnyukhi	Кечнюхи		42.986147	45.273358	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	1324.10107421875	FALSE											Kechnyukhi					chec1245	#996600	#996633			no
850	Osi-yurt	Оси-юрт		42.986703	46.299984	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	861.335388183594	FALSE											Osi-yurt					chec1245	#996600	#996633			no
851	Ulus-kert	Улус-керт		42.988056	45.76	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	457.633880615234	FALSE											Ulus-kert					chec1245	#996600	#996633			no
852	Sterch-kerch	Стерч-керч		42.992102	46.344103	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	835.084289550781	FALSE											Sterch-kerch					chec1245	#996600	#996633			no
853	Yaryshmardy	Йарышмарды		42.996944	45.711667	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	394.771392822266	FALSE											Yaryshmardy					chec1245	#996600	#996633			no
854	Dengi-yurt	Денги-юрт		42.997483	46.296816	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	730.605712890625	FALSE											Dengi-yurt					chec1245	#996600	#996633			no
855	Ersenoy	Эрсеной		42.9975	46.146389	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	797.012451171875	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Ersenoy			Ploskost	plost1238	chec1245	#996600	#996633			no
856	Gurzhi-mokhk	Гуржи-мохк		43.00056	46.33806	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	848.948852539063	FALSE											Gurzhi-mokhk					chec1245	#996600	#996633			no
857	Ozhi-yurt	Ожи-юрт		43.001515	46.316986	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	881.571166992188	FALSE											Ozhi-yurt					chec1245	#996600	#996633			no
858	Dachu-borzoy	Дачу-борзой		43.009167	45.726389	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	417.082092285156	FALSE											Dachu-borzoy					chec1245	#996600	#996633			no
859	Simsir	Симсир		43.009444	46.465833	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	721.293518066406	FALSE											Simsir					chec1245	#996600	#996633			no
860	Chishki	Чишки		43.010278	45.705833	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	404.041717529297	FALSE											Chishki					chec1245	#996600	#996633			no
861	Verkhnee ca-vedeno	Верхнее ца-ведено		43.010956	46.061483	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	541.609191894531	FALSE											Verkhnee ca-vedeno					chec1245	#996600	#996633			no
862	Verkhnie kurchali	Верхние курчали		43.011249	46.194426	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	725.587585449219	FALSE											Verkhnie kurchali					chec1245	#996600	#996633			no
863	Datta	Датта		43.011389	46.398333	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	857.610229492187	FALSE											Datta					chec1245	#996600	#996633			no
864	Agishbatoy	Агишбатой		43.012222	46.108056	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	815.2177734375	FALSE											Agishbatoy					chec1245	#996600	#996633			no
865	Srednie kurchali	Средние курчали		43.014986	46.186189	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	707.646179199219	FALSE											Srednie kurchali					chec1245	#996600	#996633			no
866	Mesedoy	Меседой		43.01556	46.127196	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	785.768920898438	FALSE											Mesedoy					chec1245	#996600	#996633			no
867	Ca-vedeno	Ца-ведено		43.018333	46.052778	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	516.041564941406	FALSE											Ca-vedeno					chec1245	#996600	#996633			no
868	Dts «chishki»	"Дтс ""чишки"""		43.019082	45.71085	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	393.865539550781	FALSE											Dts «chishki»					chec1245	#996600	#996633			no
869	Baytarki	Байтарки		43.02	46.475556	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	721.106994628906	FALSE											Baytarki					chec1245	#996600	#996633			no
870	Agishty	Агишты		43.021667	45.891389	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	456.133178710938	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Agishty			Ploskost	plost1238	chec1245	#996600	#996633			no
871	Gendergen	Гендерген		43.021944	46.334722	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	749.251342773438	FALSE											Gendergen					chec1245	#996600	#996633			no
872	Chechel'-khi	Чечель-хи		43.027549	46.429399	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	760.587707519531	FALSE											Chechel'-khi					chec1245	#996600	#996633			no
873	Nizhnie kurchali	Нижние курчали		43.02774	46.16736	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	561.033630371094	FALSE											Nizhnie kurchali					chec1245	#996600	#996633			no
874	Zandak-ara	Зандак-ара		43.028604	46.352359	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	609.200256347656	FALSE											Zandak-ara					chec1245	#996600	#996633			no
875	Verkhatoy	Верхатой		43.030871	46.02981	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	500.916351318359	FALSE											Verkhatoy					chec1245	#996600	#996633			no
876	Engenoy	Энгеной		43.0375	46.284444	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	666.4287109375	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Engenoy			Ploskost	plost1238	chec1245	#996600	#996633			no
877	Tatay-khutor	Татай-хутор		43.038611	46.485556	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	548.831237792969	FALSE											Tatay-khutor					chec1245	#996600	#996633			no
878	Sherdy-mokhk	Шерды-мохк		43.03978	46.156553	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	598.954711914063	FALSE											Sherdy-mokhk					chec1245	#996600	#996633			no
879	Duba-yurt	Дуба-юрт		43.040278	45.730278	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	368.535919189453	FALSE											Duba-yurt					chec1245	#996600	#996633			no
880	Gordali	Гордали		43.042119	46.226801	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	658.147583007812	FALSE											Gordali					chec1245	#996600	#996633			no
881	Pionerskoe	Пионерское		43.042469	45.708575	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	377.668151855469	FALSE											Pionerskoe					chec1245	#996600	#996633			no
882	Bas-gordali	Бас-гордали		43.044439	46.213426	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	655.176025390625	FALSE											Bas-gordali					chec1245	#996600	#996633			no
883	Lakha-varandy	Лаха-варанды		43.044444	45.708889	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	374.373291015625	FALSE											Lakha-varandy					chec1245	#996600	#996633			no
884	Khochi-ara	Хочи-ара		43.051831	46.320541	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	477.872314453125	FALSE											Khochi-ara					chec1245	#996600	#996633			no
885	Gezinchu	Гезинчу		43.052957	46.171268	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	576.603454589844	FALSE											Gezinchu					chec1245	#996600	#996633			no
886	Mekhkeshty	Мехкешты		43.055158	46.394023	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	696.892272949219	FALSE											Mekhkeshty					chec1245	#996600	#996633			no
887	Bil'ty	Бильты		43.056106	46.347876	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	639.118896484375	FALSE											Bil'ty					chec1245	#996600	#996633			no
888	Goy-chu	Гой-чу		43.056111	45.608611	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	344.988983154297	FALSE											Goy-chu					chec1245	#996600	#996633			no
889	Guni (Chechnya)	Гуни (Чечня)		43.056667	46.106111	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	653.87841796875	FALSE											Guni (Chechnya)					chec1245	#996600	#996633		Added republic for disambiguation.	yes
890	Zandak	Зандак		43.058333	46.455833	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	866.828979492188	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Zandak			Ploskost	plost1238	chec1245	#996600	#996633			no
891	Dzhankhoy-khutor	Джанхой-хутор		43.061111	46.136389	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	414.311248779297	FALSE											Dzhankhoy-khutor					chec1245	#996600	#996633			no
892	Sayasan	Сайасан		43.061111	46.290833	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	509.729309082031	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Sayasan			Ploskost	plost1238	chec1245	#996600	#996633			no
893	Alkhazurovo	Алхазурово		43.062222	45.654722	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	360.773254394531	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Urus-Martan	Урус-мартановский					Alkhazurovo			Ploskost	plost1238	chec1245	#996600	#996633			no
894	Benoy	Беной		43.063611	46.014167	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	485.588409423828	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Ichkerian	Ичкерийский					Benoy			Ploskost	plost1238	chec1245	#996600	#996633			no
895	Khashki-mokhk	Хашки-мохк		43.064966	46.19528	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	519.600219726563	FALSE											Khashki-mokhk					chec1245	#996600	#996633			no
896	Martan-chu	Мартан-чу		43.068056	45.555278	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	330.659271240234	FALSE											Martan-chu					chec1245	#996600	#996633			no
897	Tangi-chu	Танги-чу		43.071667	45.511667	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	323.619720458984	FALSE											Tangi-chu					chec1245	#996600	#996633			no
898	Rogun-kazha	Рогун-кажа		43.074444	46.348611	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	507.459167480469	FALSE											Rogun-kazha					chec1245	#996600	#996633			no
899	Enikali	Эникали		43.074444	46.1525	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	459.992858886719	FALSE											Enikali					chec1245	#996600	#996633			no
900	Isay-yurt	Исай-юрт		43.07445	46.275598	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	579.301879882813	FALSE											Isay-yurt					chec1245	#996600	#996633			no
901	Ishkhoy-khutor	Ишхой-хутор		43.077261	46.358045	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	516.056701660156	FALSE											Ishkhoy-khutor					chec1245	#996600	#996633			no
902	Gilyany	Гиляны		43.078889	46.48	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	592.590454101563	FALSE											Gilyany					chec1245	#996600	#996633			no
903	Achereshki	Ачерешки		43.080475	46.136395	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	486.57861328125	FALSE											Achereshki					chec1245	#996600	#996633			no
904	Malye shuani	Малые шуани		43.080556	46.222778	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	545.490600585937	FALSE											Malye shuani					chec1245	#996600	#996633			no
905	Church-irzu	Чурч-ирзу		43.081259	46.396071	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	578.878967285156	FALSE											Church-irzu					chec1245	#996600	#996633			no
906	Sovragi	Совраги		43.085328	46.334168	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	507.899200439453	FALSE											Sovragi					chec1245	#996600	#996633			no
907	Marzoy-mokhk	Марзой-мохк		43.086401	46.101729	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	804.470581054687	FALSE											Marzoy-mokhk					chec1245	#996600	#996633			no
908	Goyskoe	Гойское		43.086667	45.600278	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	286.821929931641	FALSE	korjakov2006	map 8	Lowland	Плоскостной	Urus-Martan	Урус-мартановский					Goyskoe			Ploskost	plost1238	chec1245	#996600	#996633			no
909	Roshni-chu	Рошни-чу		43.088889	45.4575	Legacy data		Chechen	Nakh	East Caucasian	Chechnya	NA	349.974456787109	FALSE	arsakhanov1969	37	Galanchozh	Галанчожский							Roshni-chu					chec1245	#996600	#996633			no
